// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 2 exe(s) in Parallel: Start   *****
// ***** Done, took 00:02:08 (128.87 sec)   *****
// Found 2 benchmarks:
//   SkipToListBenchmark.SkipTakeToList: Job-HFWDAV(Runtime=.NET 10.0, Toolchain=net10.0)
//   SkipToListBenchmark.SkipTakeToList: Job-NFJGQR(Runtime=.NET 9.0, Toolchain=net9.0)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadActual  96: 262144 op, 2326505300.00 ns, 8.8749 us/op
WorkloadActual  97: 262144 op, 914692700.00 ns, 3.4893 us/op
WorkloadActual  98: 262144 op, 2128117000.00 ns, 8.1181 us/op
WorkloadActual  99: 262144 op, 3761784100.00 ns, 14.3501 us/op
WorkloadActual  100: 262144 op, 2048837300.00 ns, 7.8157 us/op

// AfterActualRun
WorkloadResult   1: 262144 op, 850461200.00 ns, 3.2443 us/op
WorkloadResult   2: 262144 op, 1507340600.00 ns, 5.7500 us/op
WorkloadResult   3: 262144 op, 2325307000.00 ns, 8.8703 us/op
WorkloadResult   4: 262144 op, 808887900.00 ns, 3.0857 us/op
WorkloadResult   5: 262144 op, 2570820000.00 ns, 9.8069 us/op
WorkloadResult   6: 262144 op, 1015365700.00 ns, 3.8733 us/op
WorkloadResult   7: 262144 op, 1668204800.00 ns, 6.3637 us/op
WorkloadResult   8: 262144 op, 1674510100.00 ns, 6.3877 us/op
WorkloadResult   9: 262144 op, 2717715400.00 ns, 10.3673 us/op
WorkloadResult  10: 262144 op, 1856930900.00 ns, 7.0836 us/op
WorkloadResult  11: 262144 op, 2088324400.00 ns, 7.9663 us/op
WorkloadResult  12: 262144 op, 1435427600.00 ns, 5.4757 us/op
WorkloadResult  13: 262144 op, 3307291500.00 ns, 12.6163 us/op
WorkloadResult  14: 262144 op, 4157426100.00 ns, 15.8593 us/op
WorkloadResult  15: 262144 op, 1018392400.00 ns, 3.8849 us/op
WorkloadResult  16: 262144 op, 1753458200.00 ns, 6.6889 us/op
WorkloadResult  17: 262144 op, 1920106900.00 ns, 7.3246 us/op
WorkloadResult  18: 262144 op, 754965100.00 ns, 2.8800 us/op
WorkloadResult  19: 262144 op, 1584496700.00 ns, 6.0444 us/op
WorkloadResult  20: 262144 op, 2089089100.00 ns, 7.9692 us/op
WorkloadResult  21: 262144 op, 636243900.00 ns, 2.4271 us/op
WorkloadResult  22: 262144 op, 3587071200.00 ns, 13.6836 us/op
WorkloadResult  23: 262144 op, 873364500.00 ns, 3.3316 us/op
WorkloadResult  24: 262144 op, 1587787000.00 ns, 6.0569 us/op
WorkloadResult  25: 262144 op, 3101885600.00 ns, 11.8328 us/op
WorkloadResult  26: 262144 op, 1140583600.00 ns, 4.3510 us/op
WorkloadResult  27: 262144 op, 2434234400.00 ns, 9.2859 us/op
WorkloadResult  28: 262144 op, 1798234000.00 ns, 6.8597 us/op
WorkloadResult  29: 262144 op, 1859569900.00 ns, 7.0937 us/op
WorkloadResult  30: 262144 op, 3006587100.00 ns, 11.4692 us/op
WorkloadResult  31: 262144 op, 655311100.00 ns, 2.4998 us/op
WorkloadResult  32: 262144 op, 2441496100.00 ns, 9.3136 us/op
WorkloadResult  33: 262144 op, 2486980300.00 ns, 9.4871 us/op
WorkloadResult  34: 262144 op, 571784500.00 ns, 2.1812 us/op
WorkloadResult  35: 262144 op, 1741262000.00 ns, 6.6424 us/op
WorkloadResult  36: 262144 op, 2458766100.00 ns, 9.3794 us/op
WorkloadResult  37: 262144 op, 2625543000.00 ns, 10.0157 us/op
WorkloadResult  38: 262144 op, 2899835100.00 ns, 11.0620 us/op
WorkloadResult  39: 262144 op, 1969912400.00 ns, 7.5146 us/op
WorkloadResult  40: 262144 op, 3520072400.00 ns, 13.4280 us/op
WorkloadResult  41: 262144 op, 1536494300.00 ns, 5.8613 us/op
WorkloadResult  42: 262144 op, 2153025700.00 ns, 8.2131 us/op
WorkloadResult  43: 262144 op, 3126316400.00 ns, 11.9260 us/op
WorkloadResult  44: 262144 op, 2320879300.00 ns, 8.8535 us/op
WorkloadResult  45: 262144 op, 2224542000.00 ns, 8.4860 us/op
WorkloadResult  46: 262144 op, 2758700500.00 ns, 10.5236 us/op
WorkloadResult  47: 262144 op, 2171944800.00 ns, 8.2853 us/op
WorkloadResult  48: 262144 op, 2840358900.00 ns, 10.8351 us/op
WorkloadResult  49: 262144 op, 650548300.00 ns, 2.4816 us/op
WorkloadResult  50: 262144 op, 2609425200.00 ns, 9.9542 us/op
WorkloadResult  51: 262144 op, 1117603600.00 ns, 4.2633 us/op
WorkloadResult  52: 262144 op, 1800843200.00 ns, 6.8697 us/op
WorkloadResult  53: 262144 op, 3660746200.00 ns, 13.9646 us/op
WorkloadResult  54: 262144 op, 2101441900.00 ns, 8.0164 us/op
WorkloadResult  55: 262144 op, 1323264800.00 ns, 5.0479 us/op
WorkloadResult  56: 262144 op, 1088328900.00 ns, 4.1516 us/op
WorkloadResult  57: 262144 op, 3294961600.00 ns, 12.5693 us/op
WorkloadResult  58: 262144 op, 788781400.00 ns, 3.0090 us/op
WorkloadResult  59: 262144 op, 2018080300.00 ns, 7.6984 us/op
WorkloadResult  60: 262144 op, 490866400.00 ns, 1.8725 us/op
WorkloadResult  61: 262144 op, 2266005900.00 ns, 8.6441 us/op
WorkloadResult  62: 262144 op, 2131026900.00 ns, 8.1292 us/op
WorkloadResult  63: 262144 op, 1937233000.00 ns, 7.3900 us/op
WorkloadResult  64: 262144 op, 2018440300.00 ns, 7.6997 us/op
WorkloadResult  65: 262144 op, 2038748500.00 ns, 7.7772 us/op
WorkloadResult  66: 262144 op, 545034300.00 ns, 2.0791 us/op
WorkloadResult  67: 262144 op, 3469193400.00 ns, 13.2339 us/op
WorkloadResult  68: 262144 op, 837854100.00 ns, 3.1962 us/op
WorkloadResult  69: 262144 op, 2221293300.00 ns, 8.4736 us/op
WorkloadResult  70: 262144 op, 1349403000.00 ns, 5.1476 us/op
WorkloadResult  71: 262144 op, 2701373700.00 ns, 10.3049 us/op
WorkloadResult  72: 262144 op, 656432000.00 ns, 2.5041 us/op
WorkloadResult  73: 262144 op, 1612116000.00 ns, 6.1497 us/op
WorkloadResult  74: 262144 op, 3736056500.00 ns, 14.2519 us/op
WorkloadResult  75: 262144 op, 963042700.00 ns, 3.6737 us/op
WorkloadResult  76: 262144 op, 4773884200.00 ns, 18.2109 us/op
WorkloadResult  77: 262144 op, 1268772100.00 ns, 4.8400 us/op
WorkloadResult  78: 262144 op, 2274018300.00 ns, 8.6747 us/op
WorkloadResult  79: 262144 op, 4338873600.00 ns, 16.5515 us/op
WorkloadResult  80: 262144 op, 1106839500.00 ns, 4.2223 us/op
WorkloadResult  81: 262144 op, 768356400.00 ns, 2.9310 us/op
WorkloadResult  82: 262144 op, 3554273500.00 ns, 13.5585 us/op
WorkloadResult  83: 262144 op, 2842069400.00 ns, 10.8416 us/op
WorkloadResult  84: 262144 op, 1012747300.00 ns, 3.8633 us/op
WorkloadResult  85: 262144 op, 4054626900.00 ns, 15.4672 us/op
WorkloadResult  86: 262144 op, 2345484700.00 ns, 8.9473 us/op
WorkloadResult  87: 262144 op, 1573497300.00 ns, 6.0024 us/op
WorkloadResult  88: 262144 op, 3270050200.00 ns, 12.4743 us/op
WorkloadResult  89: 262144 op, 804722600.00 ns, 3.0698 us/op
WorkloadResult  90: 262144 op, 4172252200.00 ns, 15.9159 us/op
WorkloadResult  91: 262144 op, 3105706200.00 ns, 11.8473 us/op
WorkloadResult  92: 262144 op, 2457586100.00 ns, 9.3749 us/op
WorkloadResult  93: 262144 op, 2011094200.00 ns, 7.6717 us/op
WorkloadResult  94: 262144 op, 501659800.00 ns, 1.9137 us/op
WorkloadResult  95: 262144 op, 2320634900.00 ns, 8.8525 us/op
WorkloadResult  96: 262144 op, 908822300.00 ns, 3.4669 us/op
WorkloadResult  97: 262144 op, 2122246600.00 ns, 8.0957 us/op
WorkloadResult  98: 262144 op, 3755913700.00 ns, 14.3277 us/op
WorkloadResult  99: 262144 op, 2042966900.00 ns, 7.7933 us/op

// AfterAll
// Benchmark Process 43780 has exited with code 0.

Mean = 7.878 μs, StdErr = 0.387 μs (4.92%), N = 99, StdDev = 3.853 μs
Min = 1.873 μs, Q1 = 4.595 μs, Median = 7.777 μs, Q3 = 10.160 μs, Max = 18.211 μs
IQR = 5.565 μs, LowerFence = -3.752 μs, UpperFence = 18.507 μs
ConfidenceInterval = [6.564 μs; 9.192 μs] (CI 99.9%), Margin = 1.314 μs (16.68% of Mean)
Skewness = 0.42, Kurtosis = 2.52, MValue = 2.43

// ** Remained 1 (50.0%) benchmark(s) to run. Estimated finish 2025-12-01 20:09 (0h 4m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: SkipToListBenchmark.SkipTakeToList: Job-NFJGQR(Runtime=.NET 9.0, Toolchain=net9.0)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet SkipToListBenchmark-Job-NFJGQR-2.dll --anonymousPipes 2384 3464 --benchmarkName SkipToListBenchmark.SkipTakeToList --job "Runtime=.NET 9.0, Toolchain=net9.0" --benchmarkId 0 in C:\Users\sharongur\source\repos\net10Performance\SkipToListBenchmark\bin\Release\net9.0\SkipToListBenchmark-Job-NFJGQR-2\bin\Release\net9.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 9.0.11 (9.0.1125.51716), X64 RyuJIT AVX2
// GC=Concurrent Server
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 1188700.00 ns, 1.1887 ms/op
WorkloadJitting  1: 1 op, 3895200.00 ns, 3.8952 ms/op

OverheadJitting  2: 16 op, 4882000.00 ns, 305.1250 us/op
WorkloadJitting  2: 16 op, 4547700.00 ns, 284.2313 us/op

WorkloadPilot    1: 16 op, 390800.00 ns, 24.4250 us/op
WorkloadPilot    2: 32 op, 498500.00 ns, 15.5781 us/op
WorkloadPilot    3: 64 op, 987900.00 ns, 15.4359 us/op
WorkloadPilot    4: 128 op, 1764900.00 ns, 13.7883 us/op
WorkloadPilot    5: 256 op, 3573300.00 ns, 13.9582 us/op
WorkloadPilot    6: 512 op, 6777800.00 ns, 13.2379 us/op
WorkloadPilot    7: 1024 op, 14421200.00 ns, 14.0832 us/op
WorkloadPilot    8: 2048 op, 26137700.00 ns, 12.7625 us/op
WorkloadPilot    9: 4096 op, 55663800.00 ns, 13.5898 us/op
WorkloadPilot   10: 8192 op, 143600700.00 ns, 17.5294 us/op
WorkloadPilot   11: 16384 op, 825210400.00 ns, 50.3668 us/op

OverheadWarmup   1: 16384 op, 456600.00 ns, 27.8687 ns/op
OverheadWarmup   2: 16384 op, 525000.00 ns, 32.0435 ns/op
OverheadWarmup   3: 16384 op, 597100.00 ns, 36.4441 ns/op
OverheadWarmup   4: 16384 op, 497000.00 ns, 30.3345 ns/op
OverheadWarmup   5: 16384 op, 514000.00 ns, 31.3721 ns/op
OverheadWarmup   6: 16384 op, 462500.00 ns, 28.2288 ns/op

OverheadActual   1: 16384 op, 508900.00 ns, 31.0608 ns/op
OverheadActual   2: 16384 op, 416800.00 ns, 25.4395 ns/op
OverheadActual   3: 16384 op, 423600.00 ns, 25.8545 ns/op
OverheadActual   4: 16384 op, 490500.00 ns, 29.9377 ns/op
OverheadActual   5: 16384 op, 460700.00 ns, 28.1189 ns/op
OverheadActual   6: 16384 op, 522400.00 ns, 31.8848 ns/op
OverheadActual   7: 16384 op, 493400.00 ns, 30.1147 ns/op
OverheadActual   8: 16384 op, 467600.00 ns, 28.5400 ns/op
OverheadActual   9: 16384 op, 438000.00 ns, 26.7334 ns/op
OverheadActual  10: 16384 op, 420100.00 ns, 25.6409 ns/op
OverheadActual  11: 16384 op, 429700.00 ns, 26.2268 ns/op
OverheadActual  12: 16384 op, 439700.00 ns, 26.8372 ns/op
OverheadActual  13: 16384 op, 531800.00 ns, 32.4585 ns/op
OverheadActual  14: 16384 op, 417100.00 ns, 25.4578 ns/op
OverheadActual  15: 16384 op, 457400.00 ns, 27.9175 ns/op
OverheadActual  16: 16384 op, 319500.00 ns, 19.5007 ns/op
OverheadActual  17: 16384 op, 405300.00 ns, 24.7375 ns/op
OverheadActual  18: 16384 op, 341200.00 ns, 20.8252 ns/op
OverheadActual  19: 16384 op, 407700.00 ns, 24.8840 ns/op
OverheadActual  20: 16384 op, 450500.00 ns, 27.4963 ns/op

OverheadWarmup   1: 16384 op, 426800.00 ns, 26.0498 ns/op
OverheadWarmup   2: 16384 op, 321400.00 ns, 19.6167 ns/op
OverheadWarmup   3: 16384 op, 414900.00 ns, 25.3235 ns/op
OverheadWarmup   4: 16384 op, 479800.00 ns, 29.2847 ns/op
OverheadWarmup   5: 16384 op, 439600.00 ns, 26.8311 ns/op
OverheadWarmup   6: 16384 op, 467700.00 ns, 28.5461 ns/op
OverheadWarmup   7: 16384 op, 441300.00 ns, 26.9348 ns/op

// BeforeActualRun
WorkloadActual   1: 16384 op, 174417100.00 ns, 10.6456 us/op
WorkloadActual   2: 16384 op, 135732600.00 ns, 8.2845 us/op
WorkloadActual   3: 16384 op, 127393900.00 ns, 7.7755 us/op
WorkloadActual   4: 16384 op, 127208700.00 ns, 7.7642 us/op
WorkloadActual   5: 16384 op, 129098600.00 ns, 7.8796 us/op
WorkloadActual   6: 16384 op, 131488200.00 ns, 8.0254 us/op
WorkloadActual   7: 16384 op, 111307700.00 ns, 6.7937 us/op
WorkloadActual   8: 16384 op, 111697100.00 ns, 6.8174 us/op
WorkloadActual   9: 16384 op, 132180900.00 ns, 8.0677 us/op
WorkloadActual  10: 16384 op, 128444100.00 ns, 7.8396 us/op
WorkloadActual  11: 16384 op, 137246200.00 ns, 8.3768 us/op
WorkloadActual  12: 16384 op, 136012900.00 ns, 8.3016 us/op
WorkloadActual  13: 16384 op, 125057900.00 ns, 7.6329 us/op
WorkloadActual  14: 16384 op, 131787500.00 ns, 8.0437 us/op
WorkloadActual  15: 16384 op, 129181500.00 ns, 7.8846 us/op
WorkloadActual  16: 16384 op, 129728500.00 ns, 7.9180 us/op
WorkloadActual  17: 16384 op, 131500900.00 ns, 8.0262 us/op
WorkloadActual  18: 16384 op, 126028000.00 ns, 7.6921 us/op
WorkloadActual  19: 16384 op, 129268000.00 ns, 7.8899 us/op
WorkloadActual  20: 16384 op, 126107700.00 ns, 7.6970 us/op
WorkloadActual  21: 16384 op, 126818500.00 ns, 7.7404 us/op
WorkloadActual  22: 16384 op, 126586800.00 ns, 7.7262 us/op
WorkloadActual  23: 16384 op, 132201100.00 ns, 8.0689 us/op
WorkloadActual  24: 16384 op, 131431600.00 ns, 8.0219 us/op
WorkloadActual  25: 16384 op, 120150200.00 ns, 7.3334 us/op
WorkloadActual  26: 16384 op, 134933700.00 ns, 8.2357 us/op
WorkloadActual  27: 16384 op, 130891000.00 ns, 7.9890 us/op
WorkloadActual  28: 16384 op, 131499600.00 ns, 8.0261 us/op
WorkloadActual  29: 16384 op, 131588600.00 ns, 8.0315 us/op
